Review,label,confidence
pelayanan memuaskan,Positive,0.999670982
alhamdulillah sudah bisa untuk perpanjang sim tinggal kembangkan untuk perpanjang stnk,Positive,0.999478042
untuk verifikasi emailnya suruh diulang² mllu,Neutral,0.999625921
tidak bisa untuk masukan identitas selalu close app terus bagaimana,Negative,0.998098195
cara ganti fotonya bagaimana ini min saya perpanjang sim cuma background fotonya pakai warna merah,Neutral,0.999632955
oke,Neutral,0.999501824
kenapa verivikasi wajah nya tidak bisa mulu,Negative,0.674361587
berapa biaya secara keseluruhan,Neutral,0.941918433
mantap betul mantap betul terima kasih,Positive,0.999667883
verifikasi kartu tanda penduduk tetap tidak bisa aduh dari tahun 2021 coba dengan sekarang verifikasi elektonik kartu tanda penduduk gagal,Neutral,0.62218827
ribet tapi berhasil tanpa pungutan liar jadi keitung cuma bayar 123000 saja,Negative,0.825255096
sudah mau sebulan menunggu sim tapi tidak jadi2 masih stuck di 50 mana batas waktu sim nya mepet pula tolong diperbaiki pak agar lebih cepat dalam memprosesnya terima kasih,Negative,0.999279916
mantap,Positive,0.999696374
semoga selalu bisa melayani masyarakat dengan lebih baik lagi,Positive,0.999108851
percepat fitur untuk pembuatan sim barunya min,Neutral,0.999705851
sip dua kali pembuatan tidak ada kendala,Positive,0.809604824
saat buka aplikasih hanya lambang lantas biru saja tidak terlihat guna aplikasi itu juga mungkin karena android mlk ku tidak mendukung aku rasa sehingga hanya gambar itu saja terlihat,Negative,0.999533176
sangat puas proses lancar jaya registrasi coba pengiriman selesai,Positive,0.999716938
aplikasi sangat membantucuma 4 hari sim sudah diterima,Positive,0.9995296
mantap zaman now gakmperlu datang perpanjangan sim,Positive,0.998360217
kenapa tiap saya mau verifikasi elektonik kartu tanda penduduk tidak pernah berhasil ya min aneh,Negative,0.999834657
indonesia itu terlalu banyak biaya tapi pelayanan tidak ada yang memuaskan aplikasi dibuat tidak ada yang jalan perpanjangan sim harus uji tes ini itu saat dicoba ke aplikasi tujuan harus bayar lagi buat ribet ujungnya tetap saja manual datang ke kantor,Negative,0.99973768
kenapa aplikasi digital korlantas enggak muncul menu pembuat sim online,Neutral,0.999666452
apakah aplikasi ini hanya untuk perpanjang sim saja karena saya mau buat sim baru tidak bisa,Neutral,0.999132812
sangat membantu perpanjang sim c hanya 2 hari sudah dikirim ke rumah aplikasi lancar,Positive,0.999591291
cukup puas karena sangat mudah dalam proses perpanjangan sim,Positive,0.999690175
biaya lebih mahal mengurus online dibanding langsung ke polisi resor,Negative,0.999754488
praktis tidak perlu ribet antre cuma kedepannya lebih cepat pelayanannya kalau bisa 3 hari sudah jadi,Positive,0.998466134
saya mau buat sim tapi kok enggak bisa ya info nya dong,Negative,0.749028265
tujuan mau buat simlayanan belum tersedia ternyata,Neutral,0.99944979
maaf kalau buat sim baru kira bisa yida,Neutral,0.999582827
buat handphone eror saja hem,Negative,0.999888182
terobosan bagus tapi belum sepenuhnya dijalankan satpas semarang untuk tes kesehatan tetap harus diverifikasi langsung ke satpas,Neutral,0.988403022
alhamdulillah mempermudah dalam pengurusan sim,Positive,0.999740064
masih sangat berharap semua fitur seperti stnk dan etle secepatnya di tambahkan dan menambahkan agar bisa terintegrasi dengan beberapa dompet digital agar lebih memudahkan pengguna terima kasih,Neutral,0.622670472
alhamdulillah prosesnya cepat mulai dari pengajuan pembuatan dan pengiriman dilakukan dihari yang sama keesokan harinya sim sudah coba di alamat tujuan terima kasih korlantas kepolisian republik indonesia,Positive,0.999689817
redmi note pro 9 dan pro 10 tidak bisa digitalisasi sim a mohon segera diperbaiki terima kasih,Neutral,0.999465406
mantap,Positive,0.999696374
kenapa ya kok mencoba mau buat sim baru kok ketika di klik katanya masih dalam pengembangan kenapa ya,Negative,0.999730885
mantap,Positive,0.999696374
cepat,Positive,0.999633908
saya coba menggunakan aplikasi ini tapi tiap aktivasi tidak bisa selalu muncul pesan digitalisasi sim gagal silakan hubungi satpas terdekat,Neutral,0.999667048
bagus,Positive,0.999703705
saya mau coba perpanjang b1 polos saya tetapi didasbord aplikasi kok tidak tersedia ya hanya ada sim a c tolong tingkat lagi dong,Neutral,0.907926381
kenapa untuk pembuatan sim baru nya tidak bisa ya,Neutral,0.834227979
tidakbisa verifikasi elektonik kartu tanda penduduk selalu gagal,Neutral,0.904011369
aplikasi yang sangat bagus,Positive,0.999747217
mulai registrasi akun coba sim tiba di rumah cuma butuh waktu seminggu itupun karena ada hari minggu kalau hari minggu tetap proses mungkin bisa lebih cepat lagi cuma perlu diperbaiki di bagian cek rekening pengembalian puter puter terus kalau pakai handphone android lama begitu ganti handphone android yang lebih baru langsung beres juga daftar kecamatankelurahan untuk pengiriman kurang lengkap ya kecamatan saya tidak ada di daftar jadinya pakai kecamatan terdekat overall mantap bravo digital korlantas,Negative,0.998644054
mantap,Positive,0.999696374
terima kasih,Positive,0.999649286
mantap sangat membantu dan memudahkan sekali di era digitalisasi,Positive,0.999655604
sering error,Negative,0.987545192
sangat membantu dalam mengurus perpanjangan simmudah dan simple tingkatkan terus pelayanannyabravo kepolisian republik indonesia,Positive,0.999278843
puassenin bayarhari kamis sampai rumah,Negative,0.452794611
kenapa untuk layanan sim baru tidak bisa padahal saya mau buat sim,Neutral,0.953023612
mantap,Positive,0.999696374
saya harap ini cepat di kambangkan karena saya mau buat sim baru terima kasih,Positive,0.827245951
alhamdulillah gerak cepat sekali total 3 hari saja buat sim online langsung coba,Positive,0.998122752
tidak bisa ganti nomor telefon yang terdaftar di nik kartu tanda penduduk,Neutral,0.99962914
kok tidak bisa verifikasi elektonik kartu tanda penduduk ya sudah di ulang ribuan kali dan ber harihari tetap tidak bisa,Negative,0.99945277
kapan min aplikasi bisa digunakan karena untuk membuat sim baru layanan masih dalam proses pengembangan terima kasih,Neutral,0.999680281
sangat membantu sekaliasal data lengkappasti semua lancarselamat mencoba ya,Positive,0.999347627
hampir setiap hari saya unggah foto tetap saja gagal,Negative,0.9984653
aplikasi belum bisa semua fiturnya sudah di launching banyak fiturnya tidak bisa diakses saya kira sudah bisa pembuatan sim online supaya tidak susah2 pergi buat sim eh sama saja,Negative,0.999284565
kenapa tidak bisa verivikasi kartu tanda penduduk sangat sulitt kenapa tidak dipermudah saja mohon untuk di tingkatkan,Negative,0.999835253
mantap perpanjang sim tidak perlu antri2 panjang dan ngabisin waktu seharian cukup tes di rumah ambil di fasilitas layanan yang dimau,Positive,0.788185894
oke,Neutral,0.999501824
lumayan lah tanpa pungutan liar hanya saja prosesnya lumayan lama 10 hari katanya antre tapi sudah cukup membantu semoga ke depan nya lebih cepat lagi terima kasih korlantas sim saya sudah beres coba ketemu lagi tahun 2027,Positive,0.997295797
mudah tidak ribet asal memenuhi semua persyaratan bravo,Positive,0.993789494
membantu sekali aplikasi ini bagi saya yang mempunyai waktu terbatas,Neutral,0.985623121
verivikasi elektonik kartu tanda penduduk gagal terus,Neutral,0.999688506
saya sudah masukan nomor sim lama ke menu tambah dokumen sesuai instruksi tapi masih tetap gagalmasih tetap muncul tulisan digitalisasi sim gagalmohon arahan nya,Neutral,0.998914719
tidak bisa di buka sudah coba selama seminggu tidak ada sim pun ditilang tapi pembuatan dan perpanjangan saja susah tolong dibenahi kalau memang niat berbenah terima kasih,Negative,0.996374071
maaf pak ini mau lanjut ke pembayaran kok tidak bisa batas waktu transaksi anda telah berakhir di coba ulang ulang tidak bisa,Negative,0.762637973
mantap memberantas suap,Positive,0.998068511
kenapa semua layanan belum tersedia,Negative,0.869239748
mantap banget aku kira bisa buat sim online ternyata layanan nya masih dalam perkembangan semua kebanyakan terima kasih pak kepolisian republik indonesia,Positive,0.99921608
keren dan pelayanannya bagus bravo,Positive,0.999699354
tidak bisa digunakan apakah nya terutama pembuatan sim baru,Negative,0.543511569
mantap,Positive,0.999696374
mau verifikasi wajah saja susahnya,Negative,0.999862909
sangat sulit untuk verifikasi elektonik kartu tanda penduduk coba sekarang masih gagal padahal sudah mencoba dengan handphone yang lain tetap saja gagal,Negative,0.999826372
kenapa mau buat sim baru susah ya pas di klik sim baru nya mhon informasi nya,Negative,0.986330509
tinggal bayar tapi loading nya lama sudah clear chance tetap tidak bisa menu pilihan bayar belum juga muncul,Negative,0.998454332
di tunggu pembaruan terbaru,Neutral,0.999638915
assalamualaikum terima kasih untuk bapak ibu dari kepolisian republik indonesia atas ada nya aplikasi digital korlantas ini sungguh sangat membantu saya untuk mengurus kepemilikan sim saya secara online terima kasih,Positive,0.999582946
mudah cepat cukup di rumah saja tinggal ambil tanpa antre tolong apakah ini di kembangkan lagi lebih mantap lagi ada perpanjang stnk dan elektronik tilang,Positive,0.956581771
mengurus perpanjangan sim tidak ribet bisa online dari rumahjust info untuk tes kesehatan bisa pilih lokasi di jakarta pusat agar tidak perlu ke klinik kepolisian republik indonesia jadi tes kesehatan via online juga,Neutral,0.987245917
aplikasi sudah oke sangat membantu di masa pandemi dan era digital seperti sekarang initetapi kenapa saat step di rekening pengembalian dana itu loading lama sekali saat klik cek rekeningcb tekan lanjut ada keterangan data tidak lengkapmksdny tidak detail ada salah di mananyadi cek secara pengisian sudah terisi semua,Positive,0.965861857
bagaimana dengan pengurusan sim brua apakah bisa lewat aplikasi ini,Neutral,0.999713004
kena pembatalan gara gara masa aktif sim sudah lewat masa harus buat baru lagi tes lagi sedangkan saya karyawan senin jumat kerja harusnya kalau ada yang niat perpanjang sim jangan di persulit gunakan saja kayak kebijakan stnk kalau ada yang telat di kasih denda administrasi,Negative,0.999669909
saya tidak bisa login nik sudah terdaftar di nomer lama yang sudah hilang bisakah dibantu tolong,Neutral,0.998218358
mantap,Positive,0.999696374
hanya untuk perpanjangan belum bisa buat sim baru,Neutral,0.999227166
bingung,Negative,0.999814212
jadi simpel tidak usah bolak balik ke polisi resor,Positive,0.999295115
tidak bisa digunakan selalu gagal digitalisasi sim,Negative,0.999166727
maaf pak untuk pembuatan sim baru belum bisa ya soalnya keterangannya masih tahap pengembangan terus,Neutral,0.997595966
saya tidak bisa daftar diketerang nik sudah terdaftar,Neutral,0.992525935
sangat membantu,Positive,0.999589026
sangat puas segera dikembangkan fitur yang lainnya satpas kepolisian daerah kalsel kecepatan prosesnya luar biasa,Positive,0.999624372
tidak bisa buat sim baru padahal di iklan katanya bisa,Negative,0.834657609
layanan belum tersedia kah untuk buat baru sim,Neutral,0.99453187
proses cepat 3 hari sim sampai rumah,Neutral,0.999010324
apakah simnya bisa ditunjukkan pada saat razia,Neutral,0.999745071
aplikasi tidak jelasdisuruh verivikasi saja tidak bisa bisabukannya buat lebih gampang kalau mengurus sim malah menyusahkan saja,Negative,0.999879122
verifikasi elektonik kartu tanda penduduk susah sekali padahal verifikasi lainnya mudah saja sudah 2 hari coba terusterusan dengan dan tanpa kerudung sudah pakai cahaya tambahan sudah pindah kebeberapa tempat masih saja tidak bisa foto yang diambil juga buruk sekali orang belum siap kok main diambil saja fotonya tolong diperbaiki,Negative,0.9998734
sangat mudah di operasikan,Positive,0.999660969
apa bisa buat sim b11 umum,Neutral,0.999731362
kenapa coba saat ini saya belum bisa menggunakan pendaftaran sim onlinya,Neutral,0.99818927
saya gagal melakukan digitalisasi sim tanpa tahu apa penyebabnya karena tidak muncul alasannya padahal rencana mau perpanjang sim a dan c seharusnya ada keterangan penyebab agar proses digitalisasi sukses dan status menjadi verified,Neutral,0.997862875
bagus memudahkan dan prosesnya cepat,Positive,0.999664307
jadi aplikasi ini belum tersedia untuk pembuatan sim,Neutral,0.999575913
ternyata bisa mengurus sim c baru nyatanya masih dalam pengembangananehnya kalau mengurus sim internasional sudah bisako kenapa sim nasional tidak bisa,Neutral,0.989755332
sangat membantu terus tingkatkan jaya kepolisian republik indonesia indonesia,Positive,0.999410629
mantap sesuai dengan ekspektasi,Positive,0.999695778
kalau alamat sim tidak sama dengan kartu tanda penduduk apa bisa perpanjang online,Neutral,0.999639153
sangaaaaatt puaasaa,Neutral,0.376692861
saya sudah mengisi data perpanjangan sim namun kok pada masa berlaku masih sama dengan yang lama dan golongan darah sudah saya isi o namun yang keluar malah a itu bagaimana ya mohon informasinnya,Negative,0.999360263
keren,Positive,0.999696136
lagi pembaharuan apa gimana saya mau bikin sim online tidak bisa,Negative,0.920903742
sangat bagus dan cepat di prosesnya,Positive,0.999767125
serba instan sangat mudah buat yang tidak suka ribet sayang fitur pengaduan belum berfungsi jadi di saat kita ada kendala masih bingung harus komplain kemana,Positive,0.998296201
mantap terima kasih untuk kepolisian republik indonesia sekarang urus sim tidak perlu antre lagi cepat dan tidak ribet lewat online sim sudah jadi semoga ke depan bisa lebih baik dan sukses,Positive,0.999619484
sudah 16 hari dan perpanjangan sim saya dari awal coba sekarang masih 50 mohon penjelasannya min,Neutral,0.998832881
proses perpanjangan sim jadi sangat mudah tidak sampai 5 jam hanya dari rumah asal kita mengikuti alurnya dengan benar,Positive,0.998715162
semoga aplikasi semakin baik kedepannya,Positive,0.999494433
lebih di tingktkan lagi biar lebih cepat prosesnya lainya sudah bagus sangat membantu bagi kami yang sibuk bekerja,Positive,0.998759508
aplikasinya sangat membantu saya mengurus sim di bekasi domisili padang dan alamat sumatra utara sangat mudah pokoknya buat yang terkendala di aplikasi ini coba baca peraturan dan tata cara pemakaian app secara seksama bisa jadi karena pas foto anda ukurannya tidak sesuai atau juga terkendala dijaringan dan server saya mengurus sim tanggal 25 tanggal 29 sim sudah coba pokoknya saya sangat terbantu enggak perlu capek2 antre dan bebas pungutan liar,Positive,0.999603808
terima kasih,Positive,0.999649286
apakah bagus perpanjang sim jadi tidak ribet cuma tes psikologinya soalnya bangak banget,Positive,0.871440947
tidak ribet langsung jadi,Positive,0.996712208
sangat bermanfaat dan menghemat waktu,Positive,0.999686122
maaf pak app nya tidak bisa untuk verifikasi masih banyak perlu perbaikan bukannya malah memudahkan malah menyusahkan terima kasih,Negative,0.999054372
kenapa selalu sedang pembaharuan terus,Neutral,0.707947254
kenapa ya pas konfirmasi data terjadi kesalahangagal mendapatkan data terus,Negative,0.995754004
mau tanya sim saya sudah di proses 50 tapi sudah 10hari tidak di kirim2 mau mengadu naya kemana saya tidak taunanti khawatir kalau kelewat tanggalnya di tilang karena sim sudah mati,Negative,0.9994874
permisi min untuk proses perpanjangan sim c berapa hari ya,Neutral,0.999637842
pelayanan cepat dan tepat terima kasih kepolisian republik indonesia sehat dan sukses selalu,Positive,0.999473393
meskipun cukup lama proses pengiriman dikarenakan antrean cetak yang banyak sangat puas sekali karena memudahkan proses perpanjangan sim a dan c harapannya semoga perpanjangan sim selain a dan c juga bisa melalui aplikasi ini,Positive,0.999492049
mempermudah tidak sampai 5 hari jadi,Positive,0.995971262
kok layanan belum tersedia saja iya,Negative,0.999769151
membantu pengurusan dengan efektif transparansi dan lebih dipermudah saran kalau bisa sudah langsung diterima pencetakan nya seminggu terima kasih,Positive,0.989541888
lakukan verifikasi dokumen anda secara digital saya sudah bolak balik mencoba masukan nomor sim tapi gagal terus ya apa jawabanya digital sim gagal hubungi satpas terdekat terus saya buka layanan lainnya masih dalam proses pengembangan terima kasih,Neutral,0.999630094
kenapa digitalisasi gagal terus mohon diperbaiki aplikasi nya,Neutral,0.989279091
kenpa kok tidak bisa di gunakan untuk membuat sim baru tertera sedang pengembangan sistem terus tolong perbaiki biyar masarakat bisa memiliki sim,Negative,0.982308745
mayanlah yang bisa dipakai cuma fitur perpanjangan sim nya saja pembuatan sim perpanjangan stnk dan lain lain belum bisa saya kira udah komplit semua,Negative,0.996614277
keren tidak perlu cape cape antre,Positive,0.998709202
lamanya pembuatan sim dikarenakan menunggu secara nasional,Neutral,0.951513648
2 dulu masih dalam pengembangan layanan belum tersedia ternyata sudah bisa melakukan pendaftaran sim baru tenyata masih dalam pengembangan hem,Neutral,0.998929083
tidak ada proses duit hilang,Neutral,0.988263726
tingkatkan lagi pak jangan hanya sim saja sangat membantu sekali,Positive,0.751774371
cepat banget tidak ada seminggu udah jadi ambil di satpas tangsel juga cepat hanya 5 menit pelayanannya ramah dan care banget terima kasih,Positive,0.999509931
verifikasi foto untuk elektonik kartu tanda penduduk gagal terus bagaimana nih,Negative,0.999601781
top,Positive,0.999673486
bagus mudah cepat,Positive,0.999638677
fitur untuk membuat sim baru masih belum bisa diakses,Neutral,0.999706209
mantap kembangkan terus bravo kepolisian republik indonesia untuk saat ini proses pembuatan sim baru belum bisa,Neutral,0.999503136
tidak bisa digunakan juga,Negative,0.999813497
bisa tidak buat sim dari sini,Neutral,0.77413249
maaf saya buka aplikasi ini tujuan nya mau perpanjang sim a tapi di aplikasi layanan yang di tuju belum tersediatolong bantuan nya soalnya waktu nya sudah mepet tanggal 1 juli masa aktif nya habis untuk daetah subang mohon di bantu ya terima kasih,Neutral,0.999391675
aplikasinya bagus cuma hitam di dalamnya yang jadi hanya perpanjangan sim saja lain dari itu semua tidak bisa buat sim baru fiturnya ada tapi tidak jadi stnk juga ganti foto profil dan lain lain aplikasinya lemah,Negative,0.999880791
rencana mau buat sim mau daftar via online unduh aplikasi ini ternyata untuk pembuatan sim baru tidak bisa menyesal saya unduh,Neutral,0.520059824
cara buat sim online nya gimana,Neutral,0.990571916
aplikasinya bagus bahkan berguna untuk bangsa dan negara indonesia apabila ada masalah dengan cara masuk ya silakan install ulang terus login dengan cara yang sama saya jamin bisa masuk ke dalam aplikasi nya,Positive,0.999406695
ribet,Negative,0.999601901
kalau sim sudah mati lebih dari 1 satu bulan apakah masih bisa di perpanjang,Neutral,0.970182717
semoga visa terwujud dan bisa di manfaatkan di mana yang mestinya di butuhkan yang saya harapkan apl ini dapat membatu,Neutral,0.965339899
verifikasi kartu tanda penduduk gagal terus ya bisa bantu bagaimana,Neutral,0.98175323
nomor saya yang buat daftar pertama hilang mau login tidak bsakok ada solusigmna ini,Neutral,0.982457936
,Positive,0.999595702
mantap,Positive,0.999696374
tidak bisa mengisi jenis pengiriman mohon salusi,Neutral,0.500362039
mempermudah masyarakat dalam perpanjanhan sim semoga menu pembuatan sim baru segera rilis,Neutral,0.976393878
pengambilan foto perpanjangan sim apakah bisa di tempat sim keliling,Neutral,0.999736011
perlu banyak sekali perbaikan bug saya perpanjang sim online butuh waktu sampai 2 hari coba beres dan tidak bisa pilih menu pengiriman via pos jadi ambil ke satpas tujuan,Neutral,0.975439608
cukup membantu tinggal di aktifkan fitur lain nya di lengkapi contact center,Neutral,0.999672771
kalau bisa di tambahkan lagi dong untuk nomor handphone terdaftarmin 2 nomor handphone begitu kalau cuma 1 terus kalau nomor handphone itu keblokir atau apalah yang intinya tidak bisa dipakai lagi kan percuma apakah tidak bisa di pakai lagi semoga di dengar,Negative,0.999538898
ingin buat sim online di app nya tidak bisa,Neutral,0.998541355
ini sangat membantu sekali,Positive,0.999521375
mantap maju terus kepolisian republik indonesia 3 hari sudah dikirim kermh,Positive,0.998845339
sangat membantu,Positive,0.999589026
mantap nih aplikasi sangat memudahkan bagi orang seperti saya yang merantau jauh dari rumah terima kasih,Positive,0.999576747
mantap,Positive,0.999696374
aplikasi ini sangat membantu saya,Positive,0.999682784
terima kasih,Positive,0.999649286
kok sim saya pas perpanjang masa berlakunya sim tidak berubah ya kenapa,Negative,0.928343773
maaf bapakibu mau bertanya untuk perpanjangan sim c batas maksimal pengajuan h berapa sebelum tanggal kadaluarsa terima kasih atas responnya,Neutral,0.999596059
aplikasi berjalan dengan baik proses perpanjangan sim cukup cepat tapi tolong pilihan lokasi kecamatan di kabupaten pacitan untuk pengiriman perlu diperbaiki karena ada 2 kecamatan yang tidak tercantum kecamatan tempat tinggal saya termasuk yang tidak ada,Neutral,0.791382909
sangat bagus,Positive,0.999732912
terima kasih sangat membantu pelayanannya sangat memuaskan,Positive,0.999711096
tidak bisa di unduh,Negative,0.999012589
sangat membantusemoga untuk kedepannya bisa lebih baikterutama di bagian pelacakan paket,Positive,0.999255359
mantap,Positive,0.999696374
saya sudah menggunakan aplikasi ini namun sangat di sayangkan aplikasi perpanjangan sim saya tidak dapat di proses melalui aplikasi ini di karenakan terdapat gelar di elektonik kartu tanda penduduk saya dari email yang saya terima di jelaskan bahwa aplikasi saya gagal karena nama mengandung gelar tetapi pada saat input nama saya menginduk merujuk nama di sistem elektonik kartu tanda penduduk dan tidak bisa di rubah di hapus gelar sangat disayangkan dan semoga bisa berbenah aplikasi ini akhirnya saya harus memperpanjang sim secara offline,Negative,0.999853373
apakah di aplikasi ini bisa membuat sim baru,Neutral,0.999723494
untuk fitur pembuatan sim baru kok belum ada ya,Negative,0.75440973
mantap ini perpanjang sim bisa dari rumah tinggal menunggu saja,Neutral,0.997984529
menjadi pengalaman pertama buat sim online keren,Positive,0.999394774
top sangat membantu sekali,Positive,0.999247551
pelayanan bagus cepat,Positive,0.999720991
banyak layanan yang harus di kembangkan,Neutral,0.99951005
sangat sangat membantu sekali,Positive,0.999426723
simple sesuai dengan yang di harapkancuman antre proses nya karena melonjak nya yang buat sim online tapi bagus lah menghemat waktu kerja trm kasih digital korlantasgood luck,Positive,0.99856478
aplikasi yang sangat bagus untuk mempermudah pelayanan sim,Positive,0.999748886
mohon izin untuk foto nya kan saya berwarna tapi pas sim diterima tidak berwarnaudh gitu banyak gari2 kpotongmohon izin siap salahterima kasih,Neutral,0.999580085
app tidak jelas untuk membuatmemperpanjang sim tidak tersedia,Negative,0.999743164
alhamdulillah mantap punya sim baru lagi yang di perpanjang,Positive,0.999604046
semoga lebih baik prosesnya dan cepat,Positive,0.99912864
sangat memuaskandan merekomendasikan perpanjangan sim online lebih mudahcepatdan tanpa ribet antri2 hari saja sudah ditangan,Positive,0.999446094
tidak bisa,Negative,0.999842525
untuk di daerah saya belum bisa untuk perpanjangan online melalui aplikasi sudah terlanjur bayar malah di suruh perpanjangan dengan antre di loket pembuatan sim,Neutral,0.999639392
berbagi pengalaman saat perpanjang sim tahap terakhir gagal mendapat data dikarenakan jaringan kurang stabil coba ganti tempat yang jaringan stabil dan untuk perpanjang sim minimal 2 minggu sebelum masa berlaku berakhir,Neutral,0.999400616
mantap,Positive,0.999696374
bagus,Positive,0.999703705
verifikasi data sulit sudah 1 bulan coba aktifasi masih tidak bisa kecewa sekali,Negative,0.907776773
terima kasih informasinya,Positive,0.998825252
si o p standar waktu dari tahap proses ke tahap kirim berapa lama ini sudah 1 minggu masih tahap proses,Neutral,0.969734848
saya sudah daftar perpanjang simsekarang sudah dalam proses pengaduan di aplikasi juga belum bisa di gunakan tapi ada kesalahan alamat tidak sesuai dengan kartu tanda penduduk dan tidak bisa di edit mohon solusinya,Neutral,0.998791516
bisa buat sim baru enggak ya,Neutral,0.99675864
terima kasih kepada korlantas kepolisian republik indonesia aplikasi ini sungguh sangat membantu,Positive,0.999653101
alhamdulillah perpanjang sim tidak usah mengantre dan lewat calo mudah jadi murah di banding lewat calo,Positive,0.999706447
mantap aplikasinya sangat mempermudah,Positive,0.99966538
saya perpanjangan sim a dan sim c dari tanggal 7 juni sampai hari ini masih proses40 belum jadi semoga setelah ini segera dproses dan bisa di kirim sebelumnya terima kasih kepolisian republik indonesia sudah mempermudah,Neutral,0.999463975
masih mandeg di proses rek pengembalianmohon pencerahannya,Neutral,0.999503016
2 kali di tolak sudah 2 kali kirim foto background biru meminta background putih di kirimi background putih lalu di tolak alasana background foto putih dua kali di tolak secara halus,Neutral,0.984310746
sangat betul membantu kita yang jauh di luar jaringan kepolisian republik indonesia,Positive,0.998663068
semoga fitur pengaduannya bisa aktif,Neutral,0.999742925
lupa pin dikirimi otp 6 digit tapi di aplikasi cuma ada 4 kolom,Neutral,0.999703109
kok saya verifikasi ktpnya tidak bisa terus sudah berkali kali,Negative,0.999642491
tidak bisa pilih satpas layout tidak tertampil aplikasi nya masih banyak bug,Negative,0.999746382
waktu verifikasi wajah di tolak terus padahal sudah sesuai yang di perintahkan,Neutral,0.999070883
mau buat sim dan menu2 yang lain banyak yang tidak bisa jwbnya menu belum tersedia kalau belum tersedia kenapa sudah di persembahkan untuk publik kalau urusan etilang saja cepetnya bukan main tapi kalau masalah pelayanan buat sim mbuletnya meminta ampun,Negative,0.999642015
mohon maaf kenapa masih belum bisa buat sim baru,Neutral,0.999679446
pemrosesan terlalu lama masuk tanggal 24 juni 2022 coba tanggal 28 juni 2022 status masih diproses padahal tanggal 29 juni 2022 sim sudah batas akhir kadaluarsa tolong diperbaiki kecepatan pemrosesan,Negative,0.999043405
udah registrasi ini itu mau buat sim baru eh tidak bisa layanan belum tersedia aduh apa dibuat aplikasi ini kalau menyusahkan,Negative,0.999762595
apakah sudah bisa buat sim,Neutral,0.999672532
maaf privasi data kami sebagai pengguna aplikasi ini aman tidak sih soalnya baru saja login langsung beberapa whatsapp sms menang undian tiputipu masuk mohon tindak lanjutnya terima kasih,Neutral,0.860686958
saya kasih 3 bintang duluklo bagus langsung gaskeun 5 bintang,Positive,0.995889604
untuk perpanjang sim bagaimana caranya ya,Neutral,0.999392033
aplikasinya tidak bisa dibuka,Negative,0.999284327
kalau mau perpanjang sim b1 umum bisa tidak ya,Neutral,0.99970597
susah sekali ya saya verifikasi e kartu tanda penduduk dibagian wajah selalu gagal malah disuruh ke polresta langsung,Negative,0.999783337
mempermudah untuk perpanjangan sim nomor antre nomor ribet nomor calo terima kasih semoga semakin bagus sudah senang walaupun sebelumnya berulang kali gagal untuk login erikkes dan eppsi besok tinggal mengunjungi dokter untuk tes,Positive,0.989880323
sudah unduh apakah tapi tidak bisa untuk pembuatan sim baru harus lebih bebenah lagi ke depan nya terima kasih,Neutral,0.999094129
sangat membantu sekali,Positive,0.999306083
apakah dalam pengembangan mulu masa bagaimana mau menggunakan nya kalau pengembangan mulu,Negative,0.991966009
sim hilang tidak bisa di proses ya,Negative,0.99966526
tolong dong ini waktu pembayarannya habis bisa ditunggu sampai kapan ya tinggal bayar doang padahal gara gara lama masuk email va nya dari awal sudah buat ribet banget untuk pengiriman keckel tidak lengkap jadi mau tidak mau harus ambil sendiri,Negative,0.999719322
ini saya untuk pembayaran sim a berhasil pas mau pembayaran sim c kenapa selalu waktu habis terus tolong solusinya,Neutral,0.966578364
apakah bisa untuk seluruh wilayah indonesia,Neutral,0.999686718
sudah bayar uang proses tapi kok belum ada kelanjutan lagi sudah 3 hari ststus belum berubah ya mohon bantuanya terima kasih,Negative,0.907511592
sangat membantu semoga bisa ditingkatkan lagi untuk kota2nya,Positive,0.999205768
kalau wilaya jawa timur lumajang bisa tidak pak,Neutral,0.85939914
tidak bisa buat sim online ya kapan bisa buat sim online di buka terima kasih,Neutral,0.998119056
aplikasinya bagus tapi sayang untuk cek kesehatannya faskes belum bisa menjangkau ke daerah daerahkalo masih harus ke pusdokkes kepolisian republik indonesia kejauhan pajd belum bisa di gunakan dehmasukan saja kalau bisa cek kesehatan bisa dilakukan di klinik2 atau rumah sakit daerahterima kasih,Neutral,0.982268929
sudah obrak abrik semua menu yang ada tapi yang keluar malah perpanjang sim kata nya bisa buat sim baru,Neutral,0.695998907
di coba semoga lancar jaya,Positive,0.999478042
jaya indonesia raya ku,Positive,0.998051763
proses terlalu lama sudah 2 minggu lebih belum di prosesproses sudah hubungin rekan nya mau pembatalan tidak ada respon,Negative,0.999182403
kenapa dibatalkan setelah semua persyaratan saya lalui coba dipembayaran kemudian saya ulang lagi mulai awal ternyata disuruh bayar lagi namun tidak bisa dibayarribet pol,Negative,0.995569646
mantap,Positive,0.999696374
kereennnn,Positive,0.535751939
memudahkan masyarakat mengurangi pungutan liar,Positive,0.996191859
bagus tinggal kurir pengiriman di perbanyakdisaat pos indonesia eror tidak bisa mengirim akhirnya ke satpas langsung jadinya,Negative,0.999659538
aku verifikasi kartu tanda penduduk foto wajah kok gagal terus mohon admin petunjuknya,Neutral,0.514940441
memudahkan masyarakat semoga bisa di kembangkan lagi yang lainnya,Positive,0.846861124
saat buat sim baru selalu masih dalam pengembangan,Neutral,0.999403477
